
id,parent_id,name,latitude,longitude,created_at,updated_at
 80, 1,آقکند,38.4000,45.9167 ,NULL,NULL 
 81, 1,اچاچی,38.4692,45.7435 ,NULL,NULL 
 82, 1,ترک,38.9973,45.3383 ,NULL,NULL 
 83, 1,ترکمانچای,38.0639,46.2956 ,NULL,NULL 
 84, 1,میانه,37.4208,47.0692 ,NULL,NULL 
 85, 1,خاروانا,37.6879,46.0667 ,NULL,NULL 
 86, 1,ورزقان,37.2234,46.0052 ,NULL,NULL 
 87, 1,بخشایش,38.2197,46.1735 ,NULL,NULL 
 88, 1,خواجه,38.2739,45.6923 ,NULL,NULL 
 89, 1,زرنق,38.0113,46.3022 ,NULL,NULL 
 90, 1,کلوانق,38.4248,45.8005 ,NULL,NULL 
 91, 1,هریس,38.2451,45.7266 ,NULL,NULL 
 92, 1,نظرکهریزی,38.0834,45.7827 ,NULL,NULL 
 93, 1,هشترود,37.4756,47.0535 ,NULL,NULL 
 94, 2,ارومیه,37.5527,45.0761 ,NULL,NULL 
 95, 2,سرو,36.5281,46.2039 ,NULL,NULL 
 96, 2,سیلوانه,36.5497,45.6694 ,NULL,NULL 
 97, 2,قوشچی,36.6242,45.6563 ,NULL,NULL 
 98, 2,نوشین,37.2986,45.8853 ,NULL,NULL 
 99, 2,اشنویه,37.0364,45.0885 ,NULL,NULL 
 100, 2,نالوس,37.0826,45.0428 ,NULL,NULL 
 101, 2,بوکان,36.5211,46.2083 ,NULL,NULL 
 102, 2,سیمینه,36.2071,46.2869 ,NULL,NULL 
 103, 2,پلدشت,36.2151,45.3999 ,NULL,NULL 
 104, 2,نازک علیا,36.0045,45.2909 ,NULL,NULL 
 105, 2,پیرانشهر,36.6871,45.1367 ,NULL,NULL 
 106, 2,گردکشانه,36.1529,45.2909 ,NULL,NULL 
 107, 2,تکاب,36.4000,47.1139 ,NULL,NULL 
 108, 2,آواجیق,36.0678,45.8903 ,NULL,NULL 
 109, 2,سیه چشمه,36.1739,45.3625 ,NULL,NULL 
 110, 2,قره ضیاءالدین,36.5499,45.3217 ,NULL,NULL 
 111, 2,ایواوغلی,36.3752,46.0632 ,NULL,NULL 
 112, 2,خوی,38.5506,44.9475 ,NULL,NULL 
 113, 2,دیزج دیز,35.3403,46.8223 ,NULL,NULL 
 114, 2,زرآباد,35.2161,46.3650 ,NULL,NULL 
 115, 2,فیرورق,35.5117,46.3769 ,NULL,NULL 
 116, 2,قطور,35.1910,46.8840 ,NULL,NULL 
 117, 2,ربط,35.5640,47.7899 ,NULL,NULL 
 118, 2,سردشت,36.1623,45.5672 ,NULL,NULL 
 119, 2,میرآباد,36.7602,46.1112 ,NULL,NULL 
 120, 2,تازه شهر,38.1919,44.7695 ,NULL,NULL 
 121, 2,سلماس,38.1994,44.7683 ,NULL,NULL 
 122, 2,شاهین دژ,36.6774,46.5610 ,NULL,NULL 
 123, 2,کشاورز,36.5169,46.1218 ,NULL,NULL 
 124, 2,محمودآباد,36.7654,46.0736 ,NULL,NULL 
 125, 2,شوط,36.4338,46.3066 ,NULL,NULL 
 126, 2,مرگنلر,36.4208,46.5296 ,NULL,NULL 
 127, 2,بازرگان,36.5600,47.6150 ,NULL,NULL 
 128, 2,ماکو,39.2942,44.5163 ,NULL,NULL 
 129, 2,خلیفان,38.2500,44.2500 ,NULL,NULL 
 130, 2,مهاباد,36.7631,45.7221 ,NULL,NULL 
 131, 2,باروق,37.2056,45.1353 ,NULL,NULL 
 132, 2,چهاربرج,36.2197,45.3071 ,NULL,NULL 
 133, 2,میاندوآب,36.9694,46.1025 ,NULL,NULL 
 134, 2,محمدیار,36.9692,45.5399 ,NULL,NULL 
 135, 2,نقده,36.9553,45.3886 ,NULL,NULL 
 136, 3,اردبیل,38.2466,48.2956 ,NULL,NULL 
 137, 3,هیر,38.1509,47.0786 ,NULL,NULL 
 138, 3,بیله سوار,38.2103,48.2758 ,NULL,NULL 
 139, 3,جعفرآباد,38.3490,48.0000 ,NULL,NULL 
 140, 3,اسلام اباد,38.4411,47.0382 ,NULL,NULL 
 141, 3,اصلاندوز,38.2845,47.8085 ,NULL,NULL 
 142, 3,پارس آباد,38.3776,48.2676 ,NULL,NULL 
 143, 3,تازه کند,38.4642,48.2392 ,NULL,NULL 
 144, 3,خلخال,37.6183,48.5253 ,NULL,NULL 
 145, 3,کلور,37.4194,48.5297 ,NULL,NULL 
 146, 3,هشتجین,37.4771,47.0597 ,NULL,NULL 
 147, 3,سرعین,38.1476,48.8073 ,NULL,NULL 
 148, 3,گیوی,38.1033,47.8224 ,NULL,NULL 
 149, 3,تازه کندانگوت,38.3225,48.2383 ,NULL,NULL 
 150, 3,گرمی,38.9622,47.0259 ,NULL,NULL 
 151, 3,رضی,38.1923,47.2703 ,NULL,NULL 
 152, 3,فخراباد,38.4261,48.3469 ,NULL,NULL 
 153, 3,قصابه,38.2323,48.3104 ,NULL,NULL 
 154, 3,لاهرود,38.4643,48.4646 ,NULL,NULL 
 155, 3,مرادلو,38.2157,48.2601 ,NULL,NULL 
 156, 3,مشگین شهر,38.3925,47.6782 ,NULL,NULL 
 157, 3,آبی بیگلو,38.4412,48.0129 ,NULL,NULL 
 158, 3,عنبران,38.3433,48.4784 ,NULL,NULL 
 159, 3,نمین,38.4264,47.6634 ,NULL,NULL 
 160, 3,کوراییم,38.2884,48.3836 ,NULL,NULL 
 161, 3,نیر,38.0848,47.7720 ,NULL,NULL 
 162, 4,آران وبیدگل,34.0586,49.4628 ,NULL,NULL 
 163, 4,ابوزیدآباد,33.8197,50.5538 ,NULL,NULL 
 164, 4,سفیدشهر,32.8751,51.5274 ,NULL,NULL 
 165, 4,نوش آباد,32.5075,51.6319 ,NULL,NULL 
 166, 4,اردستان,33.3769,52.3693 ,NULL,NULL 
 167, 4,زواره,33.4581,51.2594 ,NULL,NULL 
 168, 4,مهاباد,33.8696,50.0045 ,NULL,NULL 
 169, 4,اژیه,33.9361,51.0460 ,NULL,NULL 
 170, 4,اصفهان,32.6546,51.6678 ,NULL,NULL 
 171, 4,بهارستان,33.1995,52.2133 ,NULL,NULL 
 172, 4,تودشک,32.8106,51.7077 ,NULL,NULL 
 173, 4,حسن اباد,33.9403,50.6973 ,NULL,NULL 
 174, 4,زیار,33.4177,51.5690 ,NULL,NULL 
 175, 4,سجزی,32.5419,51.5704 ,NULL,NULL 
 176, 4,قهجاورستان,32.8843,51.5501 ,NULL,NULL 
 177, 4,کوهپایه,33.0622,51.7254 ,NULL,NULL 
 178, 4,محمدآباد,32.7942,51.6843 ,NULL,NULL 
 179, 4,نصرآباد,33.1004,51.4364 ,NULL,NULL 
 180, 4,نیک آباد,32.9110,51.5495 ,NULL,NULL 
 181, 4,ورزنه,33.3522,51.4948 ,NULL,NULL 
 182, 4,هرند,32.4358,51.5712 ,NULL,NULL 
 183, 4,حبیب آباد,32.9524,51.5223 ,NULL,NULL 
 184, 4,خورزوق,32.6067,51.6828 ,NULL,NULL 
 185, 4,دستگرد,32.8279,51.4617 ,NULL,NULL 
 186, 4,دولت آباد,32.8421,51.7887 ,NULL,NULL 
 187, 4,سین,32.9773,51.3875 ,NULL,NULL 
 188, 4,شاپورآباد,32.5737,51.5589 ,NULL,NULL 
 189, 4,کمشچه,32.5099,51.5177 ,NULL,NULL 
 190, 4,افوس,32.9832,51.7092 ,NULL,NULL 
 191, 4,بویین ومیاندشت,32.4693,51.3807 ,NULL,NULL 
 192, 4,تیران,32.7169,51.4332 ,NULL,NULL 
 193, 4,رضوانشهر,33.0784,51.4704 ,NULL,NULL 
 194, 4,عسگران,32.6550,51.5562 ,NULL,NULL 
 195, 4,چادگان,32.6441,51.5793 ,NULL,NULL 
 196, 4,رزوه,33.5367,51.9721 ,NULL,NULL 
 197, 4,اصغرآباد,32.8543,51.4276 ,NULL,NULL 
 198, 4,خمینی شهر,32.7000,51.5167 ,NULL,NULL 
 199, 4,درچه,33.3752,50.7225 ,NULL,NULL 
 200, 4,کوشک,32.8260,51.5505 ,NULL,NULL 
 201, 4,خوانسار,33.2148,51.5122 ,NULL,NULL 
 202, 4,جندق,33.2976,51.8927 ,NULL,NULL 
 203, 4,خور,33.5104,50.8867 ,NULL,NULL 
 204, 4,فرخی,33.6754,51.4648 ,NULL,NULL 
 205, 4,دهاقان,32.6900,51.5428 ,NULL,NULL 
 206, 4,گلشن,32.4569,51.6638 ,NULL,NULL 
 207, 4,حنا,32.4500,51.5833 ,NULL,NULL 
 208, 4,سمیرم,32.8494,51.5525 ,NULL,NULL 
 209, 4,کمه,32.7074,51.6844 ,NULL,NULL 
 210, 4,ونک,35.7349,51.4258 ,NULL,NULL 
 211, 4,شاهین شهر,35.6536,51.0880 ,NULL,NULL 
 212, 4,گرگاب,34.4442,49.0912 ,NULL,NULL 
 213, 4,گزبرخوار,32.4761,51.3889 ,NULL,NULL 
 214, 4,لای بید,32.0370,54.2348 ,NULL,NULL 
 215, 4,میمه,32.5836,50.9501 ,NULL,NULL 
 216, 4,وزوان,31.4733,51.6123 ,NULL,NULL 
 217, 4,شهرضا,32.0088,51.8767 ,NULL,NULL 
 218, 4,منظریه,32.4882,51.6370 ,NULL,NULL 
 219, 4,داران,31.5580,51.0050 ,NULL,NULL 
 220, 4,دامنه,31.8463,51.4488 ,NULL,NULL 
 221, 4,برف انبار,32.3212,52.2439 ,NULL,NULL 
 222, 4,فریدونشهر,32.9408,50.1213 ,NULL,NULL 
 223, 4,ابریشم,32.0176,51.0931 ,NULL,NULL 
 224, 4,ایمانشهر,32.7464,51.4608 ,NULL,NULL 
 225, 4,بهاران شهر,32.8567,51.8360 ,NULL,NULL 
 226, 4,پیربکران,32.8574,51.1542 ,NULL,NULL 
 227, 4,زازران,32.0489,51.4078 ,NULL,NULL 
 228, 4,فلاورجان,32.5629,51.4812 ,NULL,NULL 
 229, 4,قهدریجان,32.7539,51.5695 ,NULL,NULL 
 230, 4,کلیشادوسودرجان,32.6542,51.3663 ,NULL,NULL 
 231, 4,برزک,32.0719,51.5147 ,NULL,NULL 
 232, 4,جوشقان قالی,32.0102,51.5310 ,NULL,NULL 
 233, 4,قمصر,32.6296,51.3652 ,NULL,NULL 
 234, 4,کاشان,33.9850,51.4099 ,NULL,NULL 
 235, 4,کامو و چوگان,33.6190,51.4040 ,NULL,NULL 
 236, 4,مشکات,32.3654,51.4756 ,NULL,NULL 
 237, 4,نیاسر,33.2825,51.2998 ,NULL,NULL 
 238, 4,گلپایگان,33.4425,50.2878 ,NULL,NULL 
 239, 4,گلشهر,32.8861,51.6467 ,NULL,NULL 
 240, 4,گوگد,32.4540,51.1859 ,NULL,NULL 
 241, 4,باغ بهادران,31.7794,51.5295 ,NULL,NULL 
 242, 4,باغشاد,32.3632,51.4964 ,NULL,NULL 
 243, 4,چرمهین,31.8439,51.6114 ,NULL,NULL 
 244, 4,چمگردان,32.9355,50.4020 ,NULL,NULL 
 245, 4,زاینده رود,36.3980,52.5310 ,NULL,NULL 
 246, 4,زرین شهر,32.3921,51.2341 ,NULL,NULL 
 247, 4,سده لنجان,32.0070,51.4280 ,NULL,NULL 
 248, 4,فولادشهر,32.5949,51.4891 ,NULL,NULL 
 249, 4,ورنامخواست,32.3740,51.3259 ,NULL,NULL 
 250, 4,دیزیچه,33.0637,51.4226 ,NULL,NULL 
 251, 4,زیباشهر,35.7211,50.5563 ,NULL,NULL 
 252, 4,طالخونچه,33.1185,50.1247 ,NULL,NULL 
 253, 4,کرکوند,32.6947,51.0125 ,NULL,NULL 
 254, 4,مبارکه,32.3474,50.5996 ,NULL,NULL 
 255, 4,مجلسی,32.2486,51.5286 ,NULL,NULL 
 256, 4,انارک,31.8966,51.6493 ,NULL,NULL 
 257, 4,بافران,32.0119,51.4186 ,NULL,NULL 
 258, 4,نایین,32.8628,53.0767 ,NULL,NULL 
 259, 4,جوزدان,32.0217,50.3444 ,NULL,NULL 
 260, 4,دهق,33.1429,50.1986 ,NULL,NULL 
 261, 4,علویجه,31.6767,49.8672 ,NULL,NULL 
 262, 4,کهریزسنگ,33.5000,51.6145 ,NULL,NULL 
 263, 4,گلدشت,31.9994,50.5291 ,NULL,NULL 
 264, 4,نجف آباد,32.4346,51.3677 ,NULL,NULL 
 265, 4,بادرود,31.8312,50.2895 ,NULL,NULL 
 266, 4,خالدآباد,32.0167,51.1833 ,NULL,NULL 
 267, 4,طرق رود,32.3000,51.7000 ,NULL,NULL 
 268, 4,نطنز,33.5065,51.9192 ,NULL,NULL 
 269, 5,اشتهارد,35.7314,50.3317 ,NULL,NULL 
 270, 5,چهارباغ,35.6514,50.9306 ,NULL,NULL 
 271, 5,شهرجدیدهشتگرد,35.8336,50.5469 ,NULL,NULL 
 272, 5,کوهسار,35.3364,50.9825 ,NULL,NULL 
 273, 5,گلسار,35.7186,50.7825 ,NULL,NULL 
 274, 5,هشتگرد,35.9922,50.6842 ,NULL,NULL 
 275, 5,طالقان,35.8914,50.8911 ,NULL,NULL 
 276, 5,فردیس,35.6969,51.0036 ,NULL,NULL 
 277, 5,مشکین دشت,35.5975,50.9328 ,NULL,NULL 
 278, 5,آسارا,35.8433,50.7403 ,NULL,NULL 
 279, 5,کرج,35.8288,50.9501 ,NULL,NULL 
 280, 5,کمال شهر,35.8131,50.9842 ,NULL,NULL 
 281, 5,گرمدره,35.2336,51.1508 ,NULL,NULL 
 282, 5,ماهدشت,35.7722,50.8653 ,NULL,NULL 
 283, 5,محمدشهر,35.5473,50.6752 ,NULL,NULL 
 284, 5,تنکمان,35.5833,50.9567 ,NULL,NULL 
 285, 5,نظرآباد,36.4297,52.5751 ,NULL,NULL 
 286, 6,آبدانان,32.9936,47.4194 ,NULL,NULL 
 287, 6,سراب باغ,33.1444,46.8144 ,NULL,NULL 
 288, 6,مورموری,33.4167,46.7213 ,NULL,NULL 
 289, 6,ایلام,33.6374,46.4227 ,NULL,NULL 
 290, 6,چوار,32.8133,46.7114 ,NULL,NULL 
 291, 6,ایوان,33.8303,46.3203 ,NULL,NULL 
 292, 6,زرنه,33.4447,47.2975 ,NULL,NULL 
 293, 6,بدره,33.1492,46.5492 ,NULL,NULL 
 294, 6,آسمان آباد,33.3500,47.3833 ,NULL,NULL 
 295, 6,بلاوه,33.5581,46.2478 ,NULL,NULL 
 296, 6,توحید,33.5722,46.2311 ,NULL,NULL 
 297, 6,سرابله,33.5645,46.3454 ,NULL,NULL 
 298, 6,شباب,33.4847,46.3134 ,NULL,NULL 
 299, 6,دره شهر,33.1494,47.7136 ,NULL,NULL 
 300, 6,ماژین,33.3547,47.3825 ,NULL,NULL 
 301, 6,پهله,33.1603,46.7219 ,NULL,NULL 
 302, 6,دهلران,32.6950,47.2671 ,NULL,NULL 
 303, 6,موسیان,33.4450,46.6700 ,NULL,NULL 
 304, 6,میمه,33.1490,46.4700 ,NULL,NULL 
 305, 6,لومار,33.1725,46.7642 ,NULL,NULL 
 306, 6,ارکواز,33.3564,47.0661 ,NULL,NULL 
 307, 6,دلگشا,33.3400,46.5900 ,NULL,NULL 
 1367, 4,اشترجان,32.4708573,51.4705982,2024-03-12 11:10:21,2024-03-12 11:10:21  
 309, 6,صالح آباد,33.1786,46.7843 ,NULL,NULL 
 310, 6,مهران,33.1211,46.1656 ,NULL,NULL 
 311, 7,بوشهر,28.9690,50.8388 ,NULL,NULL 
 312, 7,چغادک,28.9167,50.8167 ,NULL,NULL 
 313, 7,خارک,28.8108,51.0075 ,NULL,NULL 
 314, 7,عالی شهر,29.4500,50.6833 ,NULL,NULL 
 1327, 29,هشتبندي,57.451237,27.164568,2024-03-09 05:11:41,2024-03-09 05:11:41  
 316, 7,اهرم,28.9370,50.8308 ,NULL,NULL 
 317, 7,دلوار,29.8086,50.2697 ,NULL,NULL 
 318, 7,انارستان,29.2169,51.4300 ,NULL,NULL 
 319, 7,جم,27.8245,52.3955 ,NULL,NULL 
 320, 7,ریز,28.9145,51.1685 ,NULL,NULL 
 321, 7,آب پخش,29.2500,50.5667 ,NULL,NULL 
 322, 7,برازجان,29.2738,51.2157 ,NULL,NULL 
 323, 7,بوشکان,28.9925,51.2907 ,NULL,NULL 
 324, 7,تنگ ارم,29.1523,50.4641 ,NULL,NULL 
 325, 7,دالکی,28.7589,51.6181 ,NULL,NULL 
 326, 7,سعد آباد,29.1728,51.3594 ,NULL,NULL 
 327, 7,شبانکاره,29.2744,51.2225 ,NULL,NULL 
 328, 7,کلمه,29.3842,50.9900 ,NULL,NULL 
 329, 7,وحدتیه,28.8791,51.2806 ,NULL,NULL 
 330, 7,بادوله,29.2756,51.3514 ,NULL,NULL 
 331, 7,خورموج,28.6167,51.5167 ,NULL,NULL 
 1295, 27,سی سنگان,36.6439465,51.4970344,2024-03-07 20:49:17,2024-03-07 20:49:17  
 333, 7,کاکی,29.2073,50.3020 ,NULL,NULL 
 334, 7,آبدان,29.2367,51.1147 ,NULL,NULL 
 335, 7,بردخون,28.9223,51.0505 ,NULL,NULL 
 336, 7,بردستان,29.3069,51.3505 ,NULL,NULL 
 337, 7,بندردیر,27.8439,51.9522 ,NULL,NULL 
 338, 7,دوراهک,28.8314,51.2600 ,NULL,NULL 
 339, 7,امام حسن,29.2729,51.3637 ,NULL,NULL 
 340, 7,بندردیلم,28.9417,50.8617 ,NULL,NULL 
 341, 7,عسلویه,27.4728,52.6092 ,NULL,NULL 
 342, 7,نخل تقی,29.2427,50.9935 ,NULL,NULL 
 343, 7,بندرکنگان,27.8445,52.0616 ,NULL,NULL 
 344, 7,بنک,29.6148,51.4724 ,NULL,NULL 
 345, 7,سیراف,28.2028,51.5464 ,NULL,NULL 
 346, 7,بندرریگ,28.2500,51.5167 ,NULL,NULL 
 347, 7,بندرگناوه,29.5895,50.5122 ,NULL,NULL 
 348, 8,احمد آباد مستوفی,35.9609,50.9737 ,NULL,NULL 
 349, 8,اسلامشهر,35.5487,51.2303 ,NULL,NULL 
 350, 8,چهاردانگه,35.7236,51.0845 ,NULL,NULL 
 351, 8,صالحیه,35.7849,51.4743 ,NULL,NULL 
 352, 8,گلستان,35.4794,51.0295 ,NULL,NULL 
 353, 8,نسیم شهر,35.6994,51.3589 ,NULL,NULL 
 354, 8,پاکدشت,35.5301,51.6923 ,NULL,NULL 
 355, 8,شریف آباد,35.7608,51.2166 ,NULL,NULL 
 356, 8,فرون اباد,35.7367,51.2283 ,NULL,NULL 
 357, 8,بومهن,35.5405,51.1051 ,NULL,NULL 
 358, 8,پردیس,35.7039,51.1101 ,NULL,NULL 
 359, 8,پیشوا,35.7250,51.1830 ,NULL,NULL 
 360, 8,تهران,35.6892,51.3890 ,NULL,NULL 
 361, 8,آبسرد,35.9278,51.6016 ,NULL,NULL 
 362, 8,آبعلی,35.9203,51.5086 ,NULL,NULL 
 363, 8,دماوند,35.7021,52.0429 ,NULL,NULL 
 364, 8,رودهن,35.7887,51.7871 ,NULL,NULL 
 365, 8,کیلان,35.5860,51.2027 ,NULL,NULL 
 366, 8,پرند,35.6961,51.3477 ,NULL,NULL 
 367, 8,رباطکریم,35.4808,51.0786 ,NULL,NULL 
 368, 8,نصیرشهر,35.6720,51.0634 ,NULL,NULL 
 369, 8,باقرشهر,35.6849,51.2919 ,NULL,NULL 
 370, 8,حسن آباد,35.6594,51.0730 ,NULL,NULL 
 371, 8,ری,35.7058,51.4099 ,NULL,NULL 
 372, 8,کهریزک,35.5665,51.3350 ,NULL,NULL 
 373, 8,تجریش,35.7321,51.4688 ,NULL,NULL 
 374, 8,شمشک,35.9292,51.4009 ,NULL,NULL 
 375, 8,فشم,35.7130,51.2463 ,NULL,NULL 
 376, 8,لواسان,35.8801,51.5998 ,NULL,NULL 
 377, 8,اندیشه,35.9090,51.5954 ,NULL,NULL 
 378, 8,باغستان,35.7700,51.3292 ,NULL,NULL 
 379, 8,شاهدشهر,35.5903,51.2148 ,NULL,NULL 
 380, 8,شهریار,35.6533,51.0517 ,NULL,NULL 
 381, 8,صباشهر,35.6556,51.0539 ,NULL,NULL 
 382, 8,فردوسیه,35.6474,51.1296 ,NULL,NULL 
 383, 8,وحیدیه,35.5515,51.3841 ,NULL,NULL 
 1336, 1297,کونیا,37.8785065,32.5064825,2024-03-09 05:31:52,2024-03-09 05:31:52  
 385, 8,فیروزکوه,35.7886,52.0649 ,NULL,NULL 
 386, 8,قدس,35.7189,51.1083 ,NULL,NULL 
 387, 8,قرچک,35.8314,50.9144 ,NULL,NULL 
 388, 8,صفادشت,35.6444,51.0827 ,NULL,NULL 
 389, 8,ملارد,35.6675,50.9765 ,NULL,NULL 
 390, 8,جوادآباد,35.4886,51.1542 ,NULL,NULL 
 391, 8,ورامین,35.3250,51.6479 ,NULL,NULL 
 392, 9,اردل,31.9989,50.6619 ,NULL,NULL 
 393, 9,دشتک,33.4142,50.1264 ,NULL,NULL 
 394, 9,سرخون,32.0670,51.8640 ,NULL,NULL 
 395, 9,کاج,32.3325,50.8566 ,NULL,NULL 
 396, 9,بروجن,31.9654,51.2878 ,NULL,NULL 
 397, 9,بلداجی,32.2272,50.6311 ,NULL,NULL 
 398, 9,سفیددشت,32.0795,50.5768 ,NULL,NULL 
 399, 9,فرادبنه,32.6188,50.6293 ,NULL,NULL 
 400, 9,گندمان,32.4833,50.6833 ,NULL,NULL 
 401, 9,نقنه,32.0393,50.8683 ,NULL,NULL 
 402, 9,بن,32.5225,50.9428 ,NULL,NULL 
 403, 9,وردنجان,31.7239,51.4772 ,NULL,NULL 
 404, 9,سامان,32.0975,51.5511 ,NULL,NULL 
 405, 9,سودجان,31.5642,51.2856 ,NULL,NULL 
 406, 9,سورشجان,32.2886,50.7647 ,NULL,NULL 
 407, 9,شهرکرد,32.3256,50.8649 ,NULL,NULL 
 408, 9,طاقانک,32.0056,50.9133 ,NULL,NULL 
 409, 9,فرخ شهر,32.2744,51.1600 ,NULL,NULL 
 410, 9,کیان,32.2672,50.9514 ,NULL,NULL 
 411, 9,نافچ,32.3261,50.8256 ,NULL,NULL 
 412, 9,هارونی,32.3320,50.8019 ,NULL,NULL 
 413, 9,هفشجان,31.5975,50.6558 ,NULL,NULL 
 414, 9,باباحیدر,31.7894,50.5128 ,NULL,NULL 
 415, 9,پردنجان,32.1656,50.7111 ,NULL,NULL 
 416, 9,جونقان,31.7983,50.3497 ,NULL,NULL 
 417, 9,چلیچه,31.4167,51.6614 ,NULL,NULL 
 418, 9,فارسان,31.5164,51.4633 ,NULL,NULL 
 419, 9,گوجان,32.2725,50.7589 ,NULL,NULL 
 420, 9,بازفت,32.0200,50.5550 ,NULL,NULL 
